Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time,Country,Smart Parking Revenue
D2417,Pollution Sensor,16-11-2023,L0088,Chicago,The Loop,-81.636445,-67.025653,1336,60,80 dB,20.92,1987,12.6,88,Active,03-03-2023,28,8,234,91.5,43,63,DeviceCorp,v1.2,0.14,0.0024,41.94,0.0,0.0,302,16-11-2023,15:13:44,USA,675.48
D2418,Pollution Sensor,12-08-2021,L0394,New York,Manhattan,-30.122372,-2.852186,1732,95,78 dB,33.07,1376,7.9,56,Under Maintenance,07-01-2023,7,7,234,93.54,42,63,UrbanTech,v1.2,0.45,0.0086,37.47,0.0,154.61,443,12-08-2021,08:13:36,USA,639.3
D2419,Parking Sensor,25-02-2023,L0221,San Francisco,Financial District,66.338536,108.08971,1335,97,80 dB,13.45,2537,34.2,27,Inactive,03-03-2023,5,4,234,90.27,40,63,SmartIoT,v1.0,0.49,0.0024,21.91,0.0,0.0,300,25-02-2023,15:52:37,USA,2245.94
D2420,Pollution Sensor,01-11-2023,L0860,Houston,Downtown,-80.477068,-73.386583,1867,84,64 dB,40.53,2065,35.4,45,Inactive,03-03-2023,0,2,234,92.14,45,63,GreenTech,v1.2,0.5,0.0021,13.02,0.0,0.0,465,01-11-2023,04:53:10,USA,1220.11
D2421,Pollution Sensor,20-10-2022,L0532,Seattle,Capitol Hill,44.800987,-170.374226,1527,75,76 dB,45.13,1195,-9.2,72,Under Maintenance,24-05-2023,20,10,234,92.98,41,63,SmartIoT,v2.0,0.43,0.0021,20.13,0.0,139.62,1497,20-10-2022,18:03:04,USA,605.08
D2422,Parking Sensor,29-05-2024,L0002,Los Angeles,Downtown,-18.596185,-44.111314,1232,52,62 dB,2.97,2100,3.3,38,Inactive,03-03-2023,23,2,234,94.41,30,63,UrbanTech,v1.2,0.18,0.006,36.64,0.0,0.0,969,29-05-2024,19:54:10,USA,3902.96
D2423,Parking Sensor,07-09-2021,L0547,Seattle,Pioneer Square,-48.287958,-82.890253,2024,69,69 dB,43.22,1755,2.1,74,Active,03-03-2023,16,10,234,93.79,38,63,DeviceCorp,v2.0,0.26,0.0061,11.39,0.0,0.0,1114,07-09-2021,04:28:52,USA,2563.35
D2424,Parking Sensor,24-05-2024,L0514,Chicago,The Loop,-40.679327,179.205465,1185,66,67 dB,48.85,1876,-2.4,74,Under Maintenance,09-10-2024,34,10,234,91.27,38,63,GreenTech,v1.2,0.15,0.0102,37.42,0.0,127.06,1861,24-05-2024,10:15:04,USA,1801.6
D2425,Smart Meter,11-11-2024,L0710,Chicago,The Loop,24.750644,-119.152262,1334,59,80 dB,45.93,1453,0.0,22,Under Maintenance,28-02-2023,8,7,234,93.42,37,63,DeviceCorp,v2.1,0.49,0.0066,32.32,0.0,185.91,512,11-11-2024,07:22:07,USA,4550.37
D2426,Traffic Light,25-12-2021,L0568,Chicago,The Loop,-50.219357,-60.157656,1503,71,69 dB,9.96,2644,13.0,30,Under Maintenance,28-02-2024,21,7,234,97.18,49,74,SmartIoT,v1.2,0.15,0.0055,33.22,0.0,120.47,1490,25-12-2021,04:01:33,USA,1022.63
D2427,Traffic Light,22-12-2023,L0933,Houston,Downtown,8.991309,-119.931109,1289,93,78 dB,17.03,2159,-3.7,34,Inactive,03-03-2023,22,9,234,99.02,46,38,DeviceCorp,v1.2,0.36,0.0025,29.76,0.0,0.0,1553,22-12-2023,23:16:41,USA,4801.63
D2428,Smart Meter,26-11-2021,L0916,Los Angeles,Downtown,70.475288,85.563132,1544,67,71 dB,39.82,2907,-6.3,63,Inactive,03-03-2023,9,0,234,96.43,49,63,SmartIoT,v1.1,0.13,0.0073,39.02,0.0,0.0,611,26-11-2021,14:26:58,USA,1912.85
D2429,Pollution Sensor,19-07-2022,L0815,San Francisco,Mission District,22.734491,6.239129,1098,73,74 dB,47.26,2498,35.2,68,Active,03-03-2023,32,10,234,90.73,31,63,DeviceCorp,v2.0,0.3,0.0077,16.71,0.0,0.0,628,19-07-2022,08:11:56,USA,4497.82
D2430,Traffic Light,03-05-2022,L0590,Houston,Midtown,64.772623,-40.987316,1962,79,73 dB,24.86,2457,6.8,92,Under Maintenance,26-07-2024,21,1,234,93.67,50,17,DeviceCorp,v2.1,0.52,0.006,40.28,0.0,340.34,2017,03-05-2022,07:41:45,USA,3213.24
D2431,Parking Sensor,27-08-2023,L0755,Seattle,Capitol Hill,28.845251,-165.492388,1446,90,70 dB,30.52,2456,21.9,71,Inactive,03-03-2023,36,6,234,91.81,32,63,SmartIoT,v2.1,0.19,0.0068,24.85,0.0,0.0,386,27-08-2023,06:38:38,USA,4220.18
D2432,Traffic Light,26-01-2021,L0193,Miami,Brickell,-74.736333,90.265789,2163,67,67 dB,44.9,1472,3.3,58,Active,03-03-2023,24,8,234,94.04,31,19,SmartIoT,v1.1,0.45,0.0057,39.61,0.0,0.0,636,26-01-2021,06:06:48,USA,4928.06
D2433,Smart Meter,12-10-2023,L0436,Miami,South Beach,57.250951,90.917708,1252,87,71 dB,12.64,1816,3.7,60,Under Maintenance,10-02-2024,45,3,234,99.17,49,63,DeviceCorp,v1.2,0.44,0.0021,42.5,0.0,293.26,1993,12-10-2023,10:56:48,USA,1797.82
D2434,Pollution Sensor,30-01-2023,L0366,San Francisco,Mission District,-5.743968,105.601848,1383,50,76 dB,15.0,1930,11.1,67,Inactive,03-03-2023,29,2,234,96.73,43,63,GreenTech,v2.0,0.2,0.0024,43.94,0.0,0.0,602,30-01-2023,06:31:44,USA,4825.11
D2435,Pollution Sensor,21-10-2021,L0500,San Francisco,Financial District,-5.647354,-37.303732,1867,61,68 dB,4.16,1541,-0.6,26,Active,03-03-2023,22,4,234,90.4,29,63,GreenTech,v1.1,0.1,0.0067,38.36,0.0,0.0,838,21-10-2021,03:08:33,USA,2252.67
D2436,Public WiFi,15-08-2023,L0517,Miami,Brickell,-0.127721,137.015007,1769,89,74 dB,36.86,1639,30.2,90,Inactive,03-03-2023,1,8,360,98.24,27,63,SmartIoT,v2.1,0.51,0.0046,43.28,296.01,0.0,300,15-08-2023,06:57:29,USA,2234.8
D2437,Traffic Light,18-05-2023,L0777,Los Angeles,Hollywood,-75.347984,44.009832,930,77,73 dB,35.06,2349,3.7,80,Active,03-03-2023,20,0,234,91.73,35,41,GreenTech,v2.1,0.43,0.0056,46.1,0.0,0.0,1459,18-05-2023,16:58:04,USA,2031.74
D2438,Smart Meter,05-08-2023,L0301,Chicago,Lincoln Park,17.470038,34.960441,1795,73,62 dB,27.54,1374,10.2,65,Under Maintenance,16-08-2023,20,5,234,91.06,37,63,GreenTech,v1.2,0.4,0.0017,46.36,0.0,432.87,780,05-08-2023,20:55:42,USA,2936.33
D2439,Public WiFi,21-02-2024,L0871,New York,Manhattan,69.382351,0.650735,1636,58,66 dB,41.75,1029,-0.4,87,Active,03-03-2023,7,8,484,94.84,43,63,DeviceCorp,v1.1,0.35,0.0029,47.01,893.48,0.0,567,21-02-2024,08:57:41,USA,1193.65
D2440,Pollution Sensor,09-09-2021,L0956,New York,Brooklyn,-17.843514,-41.24288,1778,102,69 dB,1.61,1897,4.9,37,Active,03-03-2023,42,7,234,98.64,40,63,UrbanTech,v2.1,0.45,0.006,24.55,0.0,0.0,1014,09-09-2021,15:33:35,USA,2991.7
D2441,Parking Sensor,18-04-2021,L0593,Los Angeles,Hollywood,-62.054484,-82.815486,1467,72,66 dB,44.74,1859,30.7,27,Inactive,03-03-2023,41,2,234,98.56,31,63,UrbanTech,v1.2,0.14,0.0069,11.51,0.0,0.0,350,18-04-2021,06:39:19,USA,2937.67
D2442,Public WiFi,30-09-2021,L0812,San Francisco,Mission District,82.835666,167.847314,1544,57,73 dB,49.78,2952,-0.5,37,Active,03-03-2023,27,1,340,93.88,34,63,UrbanTech,v1.0,0.46,0.0019,25.4,128.5,0.0,1870,30-09-2021,22:19:17,USA,3928.56
D2443,Parking Sensor,10-12-2022,L0507,Chicago,The Loop,-48.861812,-106.342621,1235,53,60 dB,10.23,2445,1.5,95,Inactive,03-03-2023,14,5,234,94.0,48,63,GreenTech,v2.1,0.5,0.0067,28.67,0.0,0.0,1753,10-12-2022,03:40:00,USA,4251.42
D2444,Public WiFi,07-03-2021,L0840,Seattle,Pioneer Square,-24.163441,-121.603855,1256,76,78 dB,7.4,1896,26.0,42,Active,03-03-2023,17,2,228,93.79,35,63,SmartIoT,v2.0,0.21,0.0044,37.18,229.55,0.0,1902,07-03-2021,10:09:33,USA,2481.99
D2445,Traffic Light,26-03-2021,L0117,Seattle,Pioneer Square,-43.225899,5.556155,2288,61,78 dB,18.81,1788,36.8,57,Active,03-03-2023,11,2,234,97.03,44,87,UrbanTech,v2.1,0.39,0.0033,12.7,0.0,0.0,802,26-03-2021,04:06:37,USA,1860.5
D2446,Public WiFi,14-07-2022,L0465,Chicago,The Loop,72.4429,-52.894535,1406,60,69 dB,46.33,2288,-7.2,47,Under Maintenance,20-09-2023,3,5,259,94.21,37,63,GreenTech,v1.0,0.3,0.0088,43.78,270.9,323.0,1737,14-07-2022,04:07:42,USA,1667.01
D2447,Public WiFi,13-06-2022,L0067,Chicago,The Loop,-18.94108,-78.830019,2177,71,67 dB,36.27,2627,35.3,86,Active,03-03-2023,9,8,451,98.64,50,63,DeviceCorp,v1.1,0.11,0.003,22.04,710.21,0.0,300,13-06-2022,18:54:39,USA,1375.81
D2448,Parking Sensor,11-10-2021,L0305,Seattle,Pioneer Square,57.254699,-114.057092,1473,96,79 dB,14.63,1164,29.4,21,Under Maintenance,07-11-2024,36,8,234,92.62,25,63,UrbanTech,v1.0,0.47,0.0075,32.07,0.0,381.91,300,11-10-2021,04:12:16,USA,759.41
D2449,Pollution Sensor,20-09-2022,L0450,New York,Manhattan,-12.831701,41.941265,1631,93,73 dB,38.65,1729,-2.0,28,Inactive,03-03-2023,10,9,234,91.67,48,63,SmartIoT,v1.0,0.43,0.0084,36.95,0.0,0.0,1105,20-09-2022,19:51:10,USA,2041.02
D2450,Traffic Light,19-02-2024,L0603,Seattle,Pioneer Square,-59.847747,115.694173,1508,54,71 dB,26.65,2257,34.9,37,Under Maintenance,22-12-2022,1,10,234,94.2,40,63,DeviceCorp,v1.2,0.47,0.0056,44.8,0.0,492.78,785,19-02-2024,20:30:54,USA,1716.11
D2451,Traffic Light,14-05-2024,L0597,Los Angeles,Hollywood,8.945276,-21.873118,1217,107,62 dB,37.84,2657,33.6,61,Under Maintenance,01-12-2023,14,2,234,91.01,48,64,SmartIoT,v1.0,0.26,0.0023,40.67,0.0,229.77,1104,14-05-2024,12:39:16,USA,4848.88
D2452,Parking Sensor,21-04-2021,L0697,Seattle,Pioneer Square,-0.710742,-131.458659,1235,88,68 dB,26.53,1123,7.8,99,Inactive,03-03-2023,35,10,234,96.17,32,63,UrbanTech,v2.0,0.26,0.0059,17.43,0.0,0.0,726,21-04-2021,14:58:16,USA,3009.69
D2453,Public WiFi,24-07-2021,L0073,Houston,Downtown,-26.550736,95.541173,1371,59,74 dB,35.49,1883,37.7,45,Inactive,03-03-2023,38,2,179,95.49,35,63,UrbanTech,v1.0,0.27,0.0074,11.65,535.08,0.0,1474,24-07-2021,22:13:24,USA,2062.75
D2454,Pollution Sensor,04-06-2024,L0909,Los Angeles,Downtown,20.808786,-157.739384,1875,103,77 dB,17.36,2358,-6.5,93,Inactive,03-03-2023,49,5,234,99.34,27,63,UrbanTech,v2.1,0.47,0.0014,45.99,0.0,0.0,732,04-06-2024,15:59:27,USA,3112.1
D2455,Smart Meter,10-10-2023,L0641,San Francisco,Financial District,-33.313271,-117.137472,1704,96,80 dB,13.29,2676,32.7,23,Active,03-03-2023,33,10,234,95.56,35,63,DeviceCorp,v2.1,0.48,0.0067,42.76,0.0,0.0,2073,10-10-2023,12:09:18,USA,1126.39
D2456,Smart Meter,28-02-2023,L0998,Chicago,Lincoln Park,79.400424,92.018823,1650,79,71 dB,47.05,1082,5.1,26,Active,03-03-2023,16,1,234,96.6,44,63,GreenTech,v1.0,0.41,0.0021,16.27,0.0,0.0,625,28-02-2023,19:46:14,USA,2498.2
D2457,Traffic Light,04-02-2024,L0017,New York,Brooklyn,-74.961901,58.818254,1539,63,66 dB,10.27,1083,-2.2,24,Inactive,03-03-2023,50,4,234,90.87,35,3,UrbanTech,v2.0,0.34,0.0054,18.78,0.0,0.0,1237,04-02-2024,00:08:45,USA,3318.05
D2458,Public WiFi,08-10-2023,L0467,Los Angeles,Hollywood,84.166489,87.460035,1616,101,72 dB,44.9,2773,18.1,60,Under Maintenance,07-01-2024,11,6,131,99.42,44,63,UrbanTech,v1.1,0.5,0.0073,30.36,397.48,370.52,810,08-10-2023,13:22:54,USA,2700.04
D2459,Traffic Light,12-09-2024,L0483,Chicago,Lincoln Park,78.860656,-62.336604,1528,69,77 dB,23.8,2520,33.0,39,Active,03-03-2023,1,4,234,97.93,28,88,GreenTech,v1.0,0.35,0.0054,52.51,0.0,0.0,1846,12-09-2024,23:55:19,USA,2308.0
D2460,Smart Meter,10-11-2022,L0360,Houston,Downtown,11.820796,-5.227135,1413,86,76 dB,11.74,2455,19.6,93,Under Maintenance,27-06-2023,31,5,234,92.51,27,63,SmartIoT,v1.0,0.31,0.002,39.45,0.0,275.6,1632,10-11-2022,13:52:06,USA,4972.32
D2461,Pollution Sensor,10-07-2023,L0659,Los Angeles,Hollywood,74.009176,-8.419337,1499,52,68 dB,18.46,1480,-3.6,54,Under Maintenance,02-06-2023,35,7,234,99.07,36,63,GreenTech,v1.0,0.49,0.0061,10.75,0.0,170.11,1818,10-07-2023,23:38:54,USA,4461.42
D2462,Public WiFi,29-11-2024,L0739,Seattle,Pioneer Square,21.200461,160.504295,1623,69,74 dB,26.49,2536,29.0,97,Inactive,03-03-2023,45,4,402,96.26,39,63,SmartIoT,v1.0,0.42,0.0073,35.2,403.42,0.0,1736,29-11-2024,21:46:27,USA,3305.33
D2463,Parking Sensor,06-04-2024,L0551,New York,Brooklyn,88.00013,-63.456825,1473,94,74 dB,12.6,1636,7.7,80,Inactive,03-03-2023,42,10,234,95.32,43,63,DeviceCorp,v2.1,0.28,0.0043,45.69,0.0,0.0,316,06-04-2024,22:42:52,USA,3062.2
D2464,Smart Meter,16-07-2024,L0169,San Francisco,Mission District,57.165178,-87.080363,2323,71,63 dB,28.58,2928,-5.1,56,Active,03-03-2023,18,3,234,95.51,32,63,GreenTech,v2.1,0.21,0.0072,32.68,0.0,0.0,1747,16-07-2024,18:52:37,USA,3292.97
D2465,Public WiFi,29-10-2021,L0245,New York,Manhattan,2.297012,58.274727,1495,65,77 dB,4.74,2334,20.9,67,Under Maintenance,27-03-2023,19,4,296,95.29,47,63,UrbanTech,v2.0,0.4,0.0088,28.99,1088.83,433.74,367,29-10-2021,02:39:58,USA,1405.9
D2466,Public WiFi,22-11-2021,L0729,Miami,Brickell,86.417185,78.949084,1005,74,69 dB,43.66,2302,22.9,49,Inactive,03-03-2023,19,2,214,96.37,42,63,DeviceCorp,v2.1,0.2,0.0036,43.81,374.97,0.0,1266,22-11-2021,21:36:42,USA,2278.12
D2467,Traffic Light,17-11-2023,L0847,Miami,Brickell,53.978948,81.040745,1235,83,73 dB,30.24,1226,-7.4,53,Active,03-03-2023,36,1,234,97.6,35,76,GreenTech,v1.0,0.29,0.0046,33.63,0.0,0.0,1238,17-11-2023,11:49:19,USA,677.57
D2468,Traffic Light,23-12-2024,L0063,Miami,Brickell,-50.528766,-142.115253,1371,106,71 dB,37.19,2345,20.0,57,Under Maintenance,25-12-2022,32,3,234,96.04,48,20,GreenTech,v1.2,0.15,0.0023,33.7,0.0,256.87,1378,23-12-2024,14:08:29,USA,2639.96
D2469,Traffic Light,04-12-2023,L0859,San Francisco,Mission District,-83.179872,-64.443877,958,105,69 dB,13.39,2045,30.6,56,Active,03-03-2023,50,10,234,94.26,46,34,UrbanTech,v1.0,0.43,0.0088,18.34,0.0,0.0,546,04-12-2023,16:29:42,USA,2943.61
D2470,Pollution Sensor,16-04-2022,L0196,Seattle,Pioneer Square,56.862872,127.594417,1510,83,65 dB,31.66,1925,14.6,22,Active,03-03-2023,11,0,234,90.71,34,63,UrbanTech,v2.0,0.31,0.0063,11.24,0.0,0.0,837,16-04-2022,18:47:33,USA,1524.87
D2471,Pollution Sensor,31-12-2023,L0228,Los Angeles,Downtown,-70.296007,-33.049818,1464,52,75 dB,4.01,1048,-8.2,44,Under Maintenance,22-06-2023,12,1,234,91.51,40,63,SmartIoT,v1.1,0.44,0.0018,42.14,0.0,131.87,1090,31-12-2023,03:54:55,USA,4838.13
D2472,Pollution Sensor,05-02-2023,L0881,Chicago,The Loop,-64.007062,-1.854488,1902,70,61 dB,20.84,2678,-2.2,94,Inactive,03-03-2023,36,9,234,96.89,48,63,DeviceCorp,v1.0,0.22,0.0084,31.6,0.0,0.0,810,05-02-2023,20:36:06,USA,4592.55
D2473,Parking Sensor,03-09-2022,L0564,San Francisco,Mission District,-36.79099,-54.928759,1663,65,76 dB,43.51,2714,7.9,30,Active,03-03-2023,12,2,234,90.59,40,63,UrbanTech,v1.1,0.15,0.0072,24.81,0.0,0.0,301,03-09-2022,13:54:06,USA,3749.64
D2474,Pollution Sensor,27-08-2022,L0212,San Francisco,Mission District,43.372585,99.882804,1520,76,78 dB,10.31,2995,20.8,65,Under Maintenance,21-11-2024,39,3,234,93.0,45,63,UrbanTech,v2.0,0.28,0.0013,32.9,0.0,347.15,901,27-08-2022,02:33:34,USA,2900.24
D2475,Traffic Light,10-05-2021,L0004,Seattle,Capitol Hill,-39.743088,-161.527536,1979,96,67 dB,15.52,1049,-9.2,95,Inactive,03-03-2023,21,0,234,97.94,35,74,GreenTech,v1.1,0.33,0.0045,22.85,0.0,0.0,1433,10-05-2021,14:57:50,USA,4414.86
D2476,Traffic Light,16-01-2024,L0645,Seattle,Pioneer Square,-41.446563,-32.313603,981,72,63 dB,14.33,2453,-0.6,98,Inactive,03-03-2023,45,2,234,90.4,45,66,SmartIoT,v2.1,0.51,0.0069,28.72,0.0,0.0,1723,16-01-2024,09:19:14,USA,1087.94
D2477,Pollution Sensor,27-03-2021,L0647,Los Angeles,Hollywood,-31.489337,-151.829496,1289,55,71 dB,37.11,1622,0.7,76,Under Maintenance,29-01-2024,28,9,234,94.94,28,63,GreenTech,v2.1,0.25,0.006,47.65,0.0,406.93,458,27-03-2021,05:28:45,USA,4057.29
D2478,Smart Meter,15-07-2022,L0446,San Francisco,Mission District,23.837665,100.728884,1207,104,65 dB,38.54,1939,26.5,52,Active,03-03-2023,38,10,234,95.58,30,63,DeviceCorp,v1.2,0.17,0.0048,37.5,0.0,0.0,2005,15-07-2022,20:08:08,USA,1061.69
D2479,Smart Meter,05-04-2023,L0740,Miami,Brickell,5.176993,59.033299,1558,61,78 dB,31.53,1463,-3.2,43,Inactive,03-03-2023,10,9,234,93.4,40,63,UrbanTech,v1.1,0.48,0.0075,32.18,0.0,0.0,602,05-04-2023,18:29:52,USA,4073.95
D2480,Pollution Sensor,17-03-2024,L0637,Los Angeles,Hollywood,-19.07363,-91.909326,1355,63,73 dB,6.19,2748,11.1,55,Active,03-03-2023,50,9,234,93.32,47,63,UrbanTech,v2.0,0.32,0.0063,43.06,0.0,0.0,1449,17-03-2024,18:53:40,USA,1740.95
D2481,Traffic Light,02-06-2024,L0674,New York,Brooklyn,-45.496491,-135.890031,1749,54,77 dB,46.16,2136,6.2,96,Active,03-03-2023,2,8,234,90.73,35,77,UrbanTech,v1.0,0.42,0.0065,9.99,0.0,0.0,1779,02-06-2024,21:17:55,USA,4446.91
D2482,Traffic Light,20-02-2021,L0175,Los Angeles,Hollywood,-73.788809,-168.870697,1431,68,72 dB,23.48,2107,10.8,42,Under Maintenance,27-04-2024,8,9,234,97.24,34,23,DeviceCorp,v2.0,0.36,0.0083,41.0,0.0,108.4,1033,20-02-2021,09:35:31,USA,4748.19
D2483,Parking Sensor,28-12-2022,L0657,Seattle,Capitol Hill,-40.533351,-139.990553,1443,63,68 dB,15.02,2706,10.6,29,Under Maintenance,09-10-2023,44,9,234,98.19,26,63,SmartIoT,v2.0,0.37,0.0042,23.29,0.0,420.63,300,28-12-2022,22:51:06,USA,1169.58
D2484,Parking Sensor,10-08-2023,L0992,Seattle,Capitol Hill,25.813675,9.858156,1636,93,67 dB,7.36,1021,4.7,88,Under Maintenance,02-10-2024,49,3,234,96.26,49,63,SmartIoT,v1.1,0.39,0.0069,41.53,0.0,359.28,597,10-08-2023,07:04:02,USA,2582.04
D2485,Smart Meter,22-06-2023,L0391,Houston,Midtown,50.111052,-110.392036,2208,86,68 dB,5.01,1952,3.9,49,Under Maintenance,08-02-2023,38,10,234,96.46,38,63,UrbanTech,v1.1,0.13,0.0025,23.94,0.0,195.35,355,22-06-2023,00:58:08,USA,4914.44
D2486,Traffic Light,25-04-2021,L0178,Los Angeles,Hollywood,-9.009823,5.594911,1954,76,71 dB,17.42,2191,13.2,76,Active,03-03-2023,11,6,234,95.06,48,40,UrbanTech,v2.1,0.35,0.004,33.52,0.0,0.0,721,25-04-2021,02:36:25,USA,2675.33
D2487,Public WiFi,14-02-2024,L0726,Seattle,Capitol Hill,84.307261,-160.387172,1241,97,60 dB,36.28,1858,21.3,73,Active,03-03-2023,10,6,115,98.27,37,63,GreenTech,v1.2,0.21,0.0021,43.2,689.56,0.0,1242,14-02-2024,20:34:07,USA,4385.96
D2488,Traffic Light,22-01-2023,L0391,Seattle,Capitol Hill,-49.59109,62.748716,1329,62,67 dB,32.3,2556,6.4,83,Active,03-03-2023,9,5,234,94.71,50,87,GreenTech,v1.1,0.26,0.0043,18.04,0.0,0.0,983,22-01-2023,05:47:14,USA,3149.29
D2489,Traffic Light,01-01-2023,L0312,New York,Brooklyn,27.59891,-145.284931,1691,106,60 dB,26.1,1281,-1.2,100,Active,03-03-2023,22,8,234,98.37,31,65,UrbanTech,v1.0,0.31,0.0021,37.14,0.0,0.0,1189,01-01-2023,17:58:39,USA,2188.98
D2490,Pollution Sensor,21-08-2021,L0778,Seattle,Capitol Hill,-27.183053,-144.677817,1552,77,77 dB,7.59,1389,13.5,54,Under Maintenance,27-07-2023,32,9,234,93.28,45,63,DeviceCorp,v1.2,0.4,0.0011,42.05,0.0,346.51,1428,21-08-2021,21:30:47,USA,1786.03
D2491,Traffic Light,22-03-2024,L0684,Miami,South Beach,-0.641673,-66.482304,1795,70,62 dB,48.27,1312,21.4,32,Inactive,03-03-2023,44,8,234,96.41,50,17,DeviceCorp,v1.0,0.27,0.0072,20.47,0.0,0.0,1299,22-03-2024,21:52:34,USA,1414.5
D2492,Parking Sensor,30-04-2023,L0959,San Francisco,Financial District,71.215042,119.472642,933,61,78 dB,26.24,2049,32.3,76,Inactive,03-03-2023,43,0,234,96.49,30,63,UrbanTech,v1.1,0.45,0.0072,48.2,0.0,0.0,2081,30-04-2023,04:38:49,USA,3928.09
D2493,Parking Sensor,01-05-2021,L0450,Los Angeles,Downtown,14.095327,-111.631171,1894,88,76 dB,7.9,2803,21.8,79,Inactive,03-03-2023,5,8,234,96.28,42,63,DeviceCorp,v1.0,0.32,0.0028,40.32,0.0,0.0,300,01-05-2021,15:02:52,USA,2239.43
D2494,Smart Meter,28-07-2023,L0897,Seattle,Capitol Hill,-11.347828,172.568489,1256,67,78 dB,47.18,1982,20.6,59,Under Maintenance,14-08-2024,42,2,234,91.51,28,63,DeviceCorp,v1.2,0.36,0.0084,29.19,0.0,374.64,1195,28-07-2023,12:43:45,USA,2800.74
D2495,Traffic Light,15-09-2024,L0982,San Francisco,Financial District,-36.482084,138.459765,859,59,69 dB,40.24,2819,15.2,72,Inactive,03-03-2023,43,7,234,94.83,43,42,GreenTech,v1.0,0.21,0.003,12.66,0.0,0.0,1546,15-09-2024,03:06:57,USA,2715.46
D2496,Traffic Light,28-05-2023,L0285,Houston,Downtown,-86.089697,104.539467,1227,90,66 dB,20.1,2929,22.0,68,Under Maintenance,18-12-2022,44,10,234,95.4,34,3,GreenTech,v2.1,0.49,0.0065,46.81,0.0,293.9,866,28-05-2023,11:54:55,USA,3097.76
D2497,Public WiFi,05-10-2022,L0932,Miami,South Beach,39.470385,-150.342384,1682,54,76 dB,26.06,2947,20.4,42,Under Maintenance,30-07-2024,1,4,427,96.8,50,63,GreenTech,v2.0,0.25,0.0077,43.91,894.93,451.41,425,05-10-2022,07:35:59,USA,4395.1
D2498,Parking Sensor,15-02-2021,L0789,San Francisco,Mission District,75.551791,-168.639498,1147,94,63 dB,36.28,1249,7.5,41,Active,03-03-2023,11,8,234,94.69,34,63,SmartIoT,v2.0,0.4,0.006,48.05,0.0,0.0,300,15-02-2021,23:06:47,USA,4913.33
D2499,Smart Meter,12-09-2022,L0815,Los Angeles,Hollywood,-88.218894,-80.818813,1851,100,66 dB,39.08,2564,7.8,26,Inactive,03-03-2023,42,9,234,91.84,49,63,SmartIoT,v1.2,0.11,0.0014,36.23,0.0,0.0,1523,12-09-2022,04:56:10,USA,2334.13
D2500,Public WiFi,03-11-2023,L0848,Los Angeles,Downtown,16.398824,161.392894,1804,94,63 dB,21.81,2144,36.6,42,Inactive,03-03-2023,25,2,150,97.83,29,63,SmartIoT,v1.1,0.28,0.001,39.44,682.24,0.0,1825,03-11-2023,05:33:56,USA,4223.84
D2501,Traffic Light,11-05-2024,L0725,Los Angeles,Hollywood,-12.955081,-134.316068,1744,57,60 dB,38.85,2667,12.6,65,Under Maintenance,28-10-2024,37,4,234,93.51,30,95,SmartIoT,v1.2,0.46,0.0016,23.55,0.0,367.97,1900,11-05-2024,03:51:52,USA,3940.38
D2502,Public WiFi,08-01-2021,L0970,Miami,Brickell,69.074378,-76.03039,1463,93,76 dB,2.25,3000,30.8,78,Active,03-03-2023,49,10,154,94.56,43,63,GreenTech,v2.0,0.18,0.0039,17.66,1162.26,0.0,300,08-01-2021,00:00:38,USA,3080.88
D2503,Public WiFi,10-09-2023,L0732,New York,Manhattan,-56.012474,156.127869,876,62,60 dB,27.35,2403,20.2,79,Inactive,03-03-2023,39,2,386,98.19,30,63,UrbanTech,v1.0,0.19,0.0042,19.54,468.41,0.0,533,10-09-2023,20:31:24,USA,4802.21
D2504,Pollution Sensor,14-07-2022,L0849,Miami,Brickell,78.679196,-81.865256,2271,77,69 dB,38.82,2586,30.1,76,Under Maintenance,07-06-2024,2,0,234,97.04,44,63,UrbanTech,v1.1,0.11,0.0038,10.25,0.0,375.16,1738,14-07-2022,18:48:35,USA,1402.14
D2505,Traffic Light,10-08-2022,L0703,Seattle,Capitol Hill,0.28783,-176.515909,1713,73,80 dB,34.36,2288,3.2,46,Under Maintenance,15-06-2024,35,5,234,97.29,40,16,GreenTech,v2.1,0.38,0.0071,16.56,0.0,251.8,300,10-08-2022,07:48:49,USA,991.69
D2506,Public WiFi,07-02-2022,L0317,Los Angeles,Hollywood,34.372661,-28.170417,1504,68,69 dB,46.12,2764,8.8,72,Inactive,03-03-2023,15,4,363,92.33,34,63,GreenTech,v1.1,0.35,0.0043,24.49,789.13,0.0,300,07-02-2022,21:31:28,USA,4342.83
D2507,Traffic Light,11-03-2023,L0987,New York,Manhattan,-42.581671,-64.752066,1454,59,76 dB,33.59,1799,34.0,96,Inactive,03-03-2023,13,8,234,91.87,44,15,GreenTech,v2.1,0.51,0.0025,31.84,0.0,0.0,1423,11-03-2023,16:28:49,USA,2476.17
