Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time
D3121,Traffic Light,2021-03-22,L0288,Los Angeles,Hollywood,-80.66231,-147.85266,55,108,75 dB,25.9,4950,13.8,33,Under Maintenance,2024-04-07,32,5,234,91.74,30,31,SmartIoT,v2.1,0.49,0.0071,20.22,0,465.4,687,2024-09-07,06:39:44
D3122,Parking Sensor,2020-05-17,L0974,San Francisco,Financial District,-68.928906,-107.616999,981,108,73 dB,27.23,4950,39.3,28,Inactive,2023-03-03,21,6,234,91.27,17,63,SmartIoT,v1.2,0.48,0.0032,35.65,0,0,199,2024-03-19,00:43:08
D3123,Pollution Sensor,2020-01-20,L0701,Chicago,The Loop,28.543008,-156.339144,981,292,54 dB,8.93,4950,18.1,77,Inactive,2023-03-03,47,3,234,99.31,30,63,UrbanTech,v2.0,0.27,0.005,35.27,0,0,347,2024-08-21,18:55:24
D3124,Traffic Light,2023-02-19,L0340,Miami,South Beach,-13.103157,9.754103,1195,108,65 dB,35.71,4950,-3.9,38,Under Maintenance,2023-06-10,17,6,234,97.34,30,27,SmartIoT,v2.0,0.42,0.0079,35.64,0,253.78,941,2024-05-31,07:55:28
D3125,Public WiFi,2021-03-02,L0797,San Francisco,Financial District,7.714167,-73.980113,981,108,89 dB,16.16,4950,34.2,60,Under Maintenance,2024-10-31,36,7,130,97.08,30,63,GreenTech,v1.2,0.33,0.0029,17.83,475.22,402.17,746,2024-07-02,14:05:35
D3126,Public WiFi,2023-04-11,L0173,Miami,South Beach,-38.415504,3.845669,981,108,55 dB,46.94,4950,1,26,Under Maintenance,2024-01-21,14,10,413,93.35,30,63,UrbanTech,v1.0,0.23,0.0062,16.01,205.7,291.85,1732,2024-04-18,05:05:00
D3127,Smart Meter,2021-05-23,L0218,Seattle,Pioneer Square,21.217342,-55.476659,981,23,58 dB,7.43,6762,23.1,26,Active,2023-03-03,31,9,234,90.58,30,63,GreenTech,v2.0,0.3,0.0022,26.83,0,0,1492,2024-08-19,14:27:43
D3128,Smart Meter,2021-12-14,L0581,Los Angeles,Downtown,-74.442746,-134.038507,981,194,99 dB,14.26,884,3.5,58,Under Maintenance,2023-04-02,7,6,234,93.79,30,63,DeviceCorp,v2.0,0.22,0.002,19.4,0,248.32,994,2024-02-08,08:46:36
D3129,Public WiFi,2024-01-17,L0185,Miami,South Beach,-11.370124,20.302702,981,108,71 dB,4.07,4950,26.7,85,Active,2023-03-03,14,9,489,91.82,30,63,GreenTech,v1.0,0.49,0.0087,19.24,621.63,0,469,2024-08-28,23:37:57
D3130,Pollution Sensor,2022-07-02,L0240,Los Angeles,Downtown,45.218356,-62.171314,981,117,84 dB,41.99,4950,-3,24,Under Maintenance,2024-05-28,38,6,234,93.78,30,63,GreenTech,v2.1,0.26,0.0044,24.45,0,471.65,1118,2024-09-28,19:42:32
D3131,Smart Meter,2023-07-20,L0941,Seattle,Pioneer Square,40.706053,-168.685414,981,120,77 dB,6.94,1941,29.3,32,Inactive,2023-03-03,7,2,234,92.12,30,63,DeviceCorp,v1.2,0.19,0.0032,35.53,0,0,1140,2024-07-06,04:51:28
D3132,Public WiFi,2024-11-06,L0394,Los Angeles,Downtown,-39.293096,44.922558,981,108,80 dB,4.15,4950,32.4,38,Under Maintenance,2024-01-04,9,5,171,97.13,30,63,SmartIoT,v1.1,0.32,0.0066,25.17,664.53,229.82,628,2024-10-14,02:44:30
D3133,Parking Sensor,2023-09-08,L0920,Los Angeles,Hollywood,59.589415,76.074578,981,108,84 dB,40.15,4950,31.6,55,Under Maintenance,2024-05-29,1,4,234,92.37,8,63,GreenTech,v1.1,0.43,0.0055,19.86,0,444.05,1940,2024-05-20,00:40:16
D3134,Pollution Sensor,2021-04-05,L0432,New York,Brooklyn,49.369836,43.328851,981,216,58 dB,14.98,4950,29.8,39,Under Maintenance,2024-11-16,50,5,234,99.64,30,63,DeviceCorp,v2.1,0.45,0.0028,49.44,0,379.8,1796,2024-11-07,02:15:05
D3135,Parking Sensor,2021-03-04,L0973,Chicago,Lincoln Park,71.058346,65.231545,981,108,94 dB,48.02,4950,5,39,Inactive,2023-03-03,22,0,234,92.97,15,63,SmartIoT,v1.1,0.45,0.0059,42.55,0,0,714,2024-02-20,17:22:50
D3136,Public WiFi,2022-01-18,L0811,San Francisco,Mission District,36.851339,172.729282,981,108,67 dB,34.95,4950,-9.2,71,Inactive,2023-03-03,45,7,2,97.64,30,63,DeviceCorp,v2.0,0.2,0.009,40.77,382.1,0,290,2024-09-18,19:41:17
D3137,Public WiFi,2021-04-14,L0549,Houston,Midtown,-72.595672,-126.854162,981,108,97 dB,1.04,4950,37.6,81,Active,2023-03-03,30,5,323,96.03,30,63,DeviceCorp,v2.1,0.47,0.0042,44.76,440.76,0,1178,2024-11-17,03:17:07
D3138,Parking Sensor,2024-07-22,L0597,Chicago,The Loop,-15.858529,-86.049697,981,108,65 dB,32.74,4950,3.9,27,Under Maintenance,2024-07-19,49,8,234,99.58,13,63,SmartIoT,v1.0,0.22,0.0028,26.93,0,208.96,1177,2024-03-17,06:40:12
D3139,Pollution Sensor,2023-04-22,L0164,New York,Brooklyn,40.851449,-34.841221,981,209,98 dB,30.32,4950,-8.2,87,Active,2023-03-03,12,3,234,95.31,30,63,SmartIoT,v1.0,0.24,0.0052,27.31,0,0,1791,2024-05-15,21:40:19
D3140,Public WiFi,2020-08-24,L0435,Seattle,Capitol Hill,76.503405,106.674551,981,108,61 dB,33.42,4950,-2.5,84,Inactive,2023-03-03,5,6,339,92.5,30,63,DeviceCorp,v2.0,0.26,0.0026,37.86,262.03,0,1007,2024-10-19,11:14:36
D3141,Public WiFi,2021-05-18,L0145,Houston,Downtown,74.981448,160.719563,981,108,99 dB,23.8,4950,0.8,39,Inactive,2023-03-03,26,0,252,93.47,30,63,DeviceCorp,v1.2,0.27,0.0094,47.66,328.74,0,1166,2024-01-19,17:16:48
D3142,Parking Sensor,2023-10-09,L0517,Miami,Brickell,-81.38938,99.488153,981,108,71 dB,43.64,4950,25.6,87,Active,2023-03-03,6,6,234,90.95,21,63,DeviceCorp,v2.1,0.3,0.0047,30.38,0,0,1469,2024-12-02,20:45:25
D3143,Traffic Light,2023-01-17,L0552,Los Angeles,Hollywood,89.659921,13.882743,696,108,82 dB,25.51,4950,-1.8,29,Active,2023-03-03,3,8,234,91.91,30,58,UrbanTech,v2.1,0.25,0.0022,48.47,0,0,1312,2024-04-29,17:51:59
D3144,Public WiFi,2020-01-16,L0056,Miami,Brickell,81.582989,156.196267,981,108,99 dB,29.28,4950,21.9,26,Under Maintenance,2023-07-08,3,7,359,95.25,30,63,SmartIoT,v2.1,0.28,0.0074,20.87,630.63,244.5,101,2024-11-08,06:11:54
D3145,Public WiFi,2020-02-24,L0202,Miami,Brickell,54.816966,143.887129,981,108,72 dB,34.85,4950,12.3,34,Active,2023-03-03,46,8,426,92.1,30,63,SmartIoT,v1.2,0.17,0.0018,13.09,769.85,0,1739,2024-11-06,14:43:58
D3146,Parking Sensor,2020-05-10,L0980,Seattle,Capitol Hill,53.158392,-36.333653,981,108,92 dB,41.47,4950,34.8,69,Inactive,2023-03-03,21,4,234,97.56,45,63,GreenTech,v2.1,0.28,0.0019,13.48,0,0,1426,2024-11-27,22:37:24
D3147,Public WiFi,2024-02-21,L0752,Miami,South Beach,-28.799951,-14.471805,981,108,54 dB,47,4950,18.2,30,Inactive,2023-03-03,3,10,454,96.43,30,63,SmartIoT,v2.0,0.11,0.004,40.19,454.35,0,601,2024-09-21,03:32:28
D3148,Smart Meter,2021-01-01,L0658,San Francisco,Financial District,-39.616226,6.938818,981,17,87 dB,16.12,5484,-0.3,82,Inactive,2023-03-03,14,1,234,97.54,30,63,GreenTech,v1.1,0.26,0.0023,17.16,0,0,728,2024-11-12,18:52:59
D3149,Traffic Light,2020-09-09,L0007,Chicago,Lincoln Park,37.414594,-51.011846,1229,108,61 dB,43.7,4950,28.7,92,Inactive,2023-03-03,50,7,234,97.67,30,80,GreenTech,v1.1,0.31,0.0081,11.59,0,0,708,2024-05-18,17:41:14
D3150,Smart Meter,2023-04-14,L0874,Seattle,Pioneer Square,30.353283,50.836929,981,219,64 dB,46.54,7170,9.8,82,Inactive,2023-03-03,44,3,234,97.99,30,63,SmartIoT,v2.1,0.39,0.009,31.6,0,0,1697,2024-04-22,07:55:09
D3151,Traffic Light,2024-03-31,L0742,Seattle,Pioneer Square,-83.720292,-116.807761,1912,108,97 dB,43.91,4950,-5.2,49,Inactive,2023-03-03,25,1,234,95.61,30,44,DeviceCorp,v1.1,0.14,0.0099,43.56,0,0,985,2024-11-30,04:03:30
D3152,Public WiFi,2023-08-29,L0888,Seattle,Pioneer Square,-58.758776,73.051929,981,108,77 dB,24.84,4950,-4.5,27,Under Maintenance,2024-10-15,46,4,216,92.47,30,63,DeviceCorp,v1.1,0.4,0.0094,46.08,197.69,489.38,571,2024-08-08,22:52:36
D3153,Parking Sensor,2023-12-01,L0001,Seattle,Pioneer Square,22.051411,63.759689,981,108,50 dB,24.91,4950,38.6,99,Active,2023-03-03,24,9,234,91.5,50,63,DeviceCorp,v1.1,0.23,0.0073,19.61,0,0,432,2024-10-18,09:50:06
D3154,Public WiFi,2020-07-26,L0893,San Francisco,Mission District,50.148956,-18.828696,981,108,64 dB,49.88,4950,-2.6,73,Under Maintenance,2024-12-05,22,5,491,97.96,30,63,DeviceCorp,v1.1,0.19,0.0095,34.92,183.24,339.01,873,2024-07-11,14:50:48
D3155,Traffic Light,2021-04-22,L0099,San Francisco,Financial District,65.576844,-167.834648,1820,108,90 dB,36.53,4950,39.9,82,Under Maintenance,2023-07-01,42,5,234,97.78,30,89,DeviceCorp,v1.1,0.32,0.0095,46.81,0,423.51,1474,2024-11-17,13:12:25
D3156,Pollution Sensor,2020-06-16,L0462,Miami,South Beach,-46.015886,-76.394396,981,229,53 dB,49.86,4950,34.9,41,Active,2023-03-03,16,3,234,95.22,30,63,UrbanTech,v2.0,0.47,0.002,18.96,0,0,1435,2024-03-31,16:56:23
D3157,Traffic Light,2021-08-15,L0845,New York,Brooklyn,-65.702021,118.108323,1389,108,80 dB,9.26,4950,-9,24,Inactive,2023-03-03,45,1,234,93.31,30,43,GreenTech,v2.1,0.21,0.0084,26.7,0,0,155,2024-04-12,03:13:40
D3158,Parking Sensor,2021-08-08,L0009,Miami,South Beach,37.818775,-76.275865,981,108,60 dB,11.92,4950,36.5,23,Inactive,2023-03-03,40,9,234,93.64,49,63,GreenTech,v1.0,0.14,0.0036,30.53,0,0,478,2024-09-01,11:43:02
D3159,Smart Meter,2024-01-22,L0793,New York,Brooklyn,-5.172109,70.269391,981,231,78 dB,25.09,8834,7,51,Active,2023-03-03,14,3,234,97.36,30,63,SmartIoT,v1.1,0.4,0.0057,39.49,0,0,812,2024-01-12,13:01:37
D3160,Parking Sensor,2022-05-22,L0156,New York,Brooklyn,40.252897,-40.156391,981,108,89 dB,31.46,4950,21,92,Under Maintenance,2024-03-06,48,10,234,94.11,7,63,UrbanTech,v1.0,0.17,0.0054,11.22,0,370.81,218,2024-05-15,16:49:37
D3161,Pollution Sensor,2023-03-29,L0809,Los Angeles,Downtown,65.116905,-26.847379,981,66,96 dB,9.19,4950,22.8,67,Active,2023-03-03,24,5,234,93.81,30,63,GreenTech,v1.2,0.31,0.0036,35.13,0,0,1153,2024-11-24,08:01:14
D3162,Parking Sensor,2020-03-04,L0897,Seattle,Pioneer Square,-28.832505,-72.893488,981,108,65 dB,20.15,4950,-7.3,41,Inactive,2023-03-03,1,6,234,96.31,39,63,GreenTech,v2.1,0.23,0.0015,38.75,0,0,347,2024-08-17,19:33:00
D3163,Pollution Sensor,2024-08-23,L0040,Chicago,The Loop,53.458893,-79.767216,981,51,92 dB,19.43,4950,17.2,71,Inactive,2023-03-03,22,1,234,94.68,30,63,SmartIoT,v1.2,0.43,0.01,17.52,0,0,1968,2024-11-07,10:58:27
D3164,Smart Meter,2021-03-15,L0393,San Francisco,Mission District,67.861341,62.63502,981,216,85 dB,11.56,6433,37.6,96,Under Maintenance,2024-09-25,34,10,234,91.64,30,63,GreenTech,v1.2,0.45,0.0024,23.89,0,157.88,551,2024-10-11,15:17:49
D3165,Smart Meter,2023-06-11,L0167,New York,Manhattan,-1.257039,178.513294,981,275,62 dB,13.63,19,-7.3,21,Inactive,2023-03-03,42,6,234,97.46,30,63,SmartIoT,v1.0,0.34,0.0063,42.2,0,0,1904,2024-03-27,06:55:47
D3166,Smart Meter,2021-03-11,L0917,Miami,Brickell,-88.692193,23.369681,981,38,75 dB,7.39,8149,25.2,41,Under Maintenance,2024-03-13,32,8,234,95.04,30,63,GreenTech,v2.1,0.37,0.0041,44.52,0,465.46,1136,2024-11-10,19:07:19
D3167,Traffic Light,2021-08-16,L0861,Seattle,Capitol Hill,-55.051785,-49.212543,1712,108,85 dB,5.59,4950,10.6,67,Under Maintenance,2024-08-18,28,5,234,92.43,30,86,SmartIoT,v1.2,0.46,0.0038,43.76,0,307.14,1172,2024-06-05,18:10:30
D3168,Parking Sensor,2023-11-16,L0336,Seattle,Capitol Hill,89.922921,66.64116,981,108,94 dB,15.24,4950,-7.4,68,Inactive,2023-03-03,39,6,234,90.13,26,63,UrbanTech,v1.0,0.3,0.0027,11.1,0,0,420,2024-05-05,20:07:15
D3169,Pollution Sensor,2020-05-08,L0859,Chicago,The Loop,11.011074,-151.325174,981,152,53 dB,27.92,4950,0.1,23,Under Maintenance,2024-08-03,4,5,234,93.5,30,63,GreenTech,v1.2,0.25,0.001,49.98,0,213.8,273,2024-10-25,09:43:57
D3170,Parking Sensor,2024-03-28,L0098,Miami,South Beach,-51.450907,159.779951,981,108,93 dB,21.59,4950,1.8,76,Under Maintenance,2024-01-12,48,1,234,90.92,21,63,GreenTech,v1.0,0.25,0.0048,18.48,0,256.96,1430,2024-08-07,06:29:29
D3171,Pollution Sensor,2020-05-30,L0967,Los Angeles,Downtown,34.542171,171.149726,981,34,57 dB,47.69,4950,-0.9,74,Active,2023-03-03,39,1,234,97.75,30,63,DeviceCorp,v1.0,0.44,0.0074,19.6,0,0,606,2024-09-22,15:37:06
D3172,Pollution Sensor,2022-03-18,L0264,Los Angeles,Downtown,-32.982797,-150.051505,981,274,90 dB,24.22,4950,9.3,88,Inactive,2023-03-03,12,9,234,94.04,30,63,GreenTech,v1.1,0.42,0.0027,30.19,0,0,1629,2024-10-11,14:35:03
D3173,Smart Meter,2020-07-20,L0112,Miami,Brickell,56.909686,-177.875591,981,278,86 dB,24.75,8570,8.7,65,Under Maintenance,2024-08-11,48,1,234,92.72,30,63,DeviceCorp,v2.1,0.37,0.0014,44.95,0,439.46,1503,2024-10-13,00:33:48
D3174,Pollution Sensor,2020-03-27,L0100,Miami,Brickell,-19.496069,178.324093,981,258,99 dB,17.07,4950,37.1,78,Active,2023-03-03,50,9,234,96.89,30,63,SmartIoT,v2.0,0.49,0.0078,11.24,0,0,340,2024-07-02,16:32:26
D3175,Parking Sensor,2024-08-05,L0142,Los Angeles,Hollywood,43.920682,-95.465742,981,108,52 dB,43.93,4950,33.4,43,Under Maintenance,2023-05-28,50,2,234,91.35,16,63,DeviceCorp,v1.1,0.47,0.0027,37.51,0,404.12,1766,2024-01-15,11:32:49
D3176,Pollution Sensor,2024-05-31,L0842,Los Angeles,Hollywood,-30.951065,109.250266,981,34,78 dB,13.5,4950,4.9,79,Active,2023-03-03,14,7,234,90.66,30,63,DeviceCorp,v1.2,0.2,0.0041,37.92,0,0,794,2024-06-20,06:20:15
D3177,Smart Meter,2022-08-09,L0924,Miami,Brickell,8.177398,-2.987545,981,175,56 dB,30.63,4945,4.8,58,Under Maintenance,2023-11-11,25,1,234,92.79,30,63,UrbanTech,v2.0,0.37,0.0069,21.7,0,489.52,198,2024-03-02,17:41:16
D3178,Parking Sensor,2023-01-12,L0160,Chicago,The Loop,53.926928,-3.491271,981,108,93 dB,16.99,4950,22.8,73,Under Maintenance,2023-10-10,15,5,234,98.59,5,63,SmartIoT,v1.2,0.2,0.0048,25.8,0,381.08,1220,2024-08-27,08:55:56
D3179,Smart Meter,2024-07-22,L0149,Seattle,Capitol Hill,77.539221,5.522783,981,264,97 dB,42.48,4040,14,86,Active,2023-03-03,48,10,234,97.4,30,63,DeviceCorp,v1.2,0.45,0.0052,36.19,0,0,1479,2024-07-07,16:00:10
D3180,Smart Meter,2024-08-01,L0225,New York,Manhattan,-86.203055,178.391873,981,220,73 dB,33.97,6609,21.4,32,Active,2023-03-03,28,0,234,96.53,30,63,SmartIoT,v1.2,0.48,0.0037,16.42,0,0,477,2024-07-19,01:26:46
D3181,Smart Meter,2023-09-30,L0446,Houston,Midtown,-42.273555,163.613546,981,92,64 dB,20.23,8082,1.4,59,Inactive,2023-03-03,41,3,234,91.01,30,63,GreenTech,v2.1,0.22,0.0089,44.53,0,0,376,2024-06-03,11:35:11
D3182,Public WiFi,2024-01-29,L0904,San Francisco,Financial District,-75.93932,69.250035,981,108,52 dB,8.15,4950,9,73,Active,2023-03-03,35,9,177,95.97,30,63,UrbanTech,v2.0,0.22,0.0076,12.63,394.94,0,1963,2024-10-29,02:14:44
D3183,Pollution Sensor,2023-03-16,L0313,Chicago,The Loop,-8.76996,122.44036,981,229,65 dB,18.42,4950,15.4,47,Active,2023-03-03,50,5,234,95.93,30,63,SmartIoT,v1.2,0.16,0.0017,13.28,0,0,847,2024-03-21,23:14:08
D3184,Pollution Sensor,2023-08-10,L0254,Seattle,Capitol Hill,-19.687856,165.832836,981,127,76 dB,17.74,4950,30.8,62,Active,2023-03-03,26,0,234,90.89,30,63,SmartIoT,v2.0,0.1,0.004,14.71,0,0,206,2024-07-01,05:37:18
D3185,Pollution Sensor,2022-08-24,L0072,Miami,Brickell,49.936564,11.525361,981,14,76 dB,9.61,4950,31.3,90,Inactive,2023-03-03,35,8,234,92.31,30,63,DeviceCorp,v2.1,0.12,0.0068,21.75,0,0,1015,2024-08-08,04:35:51
D3186,Parking Sensor,2020-12-05,L0350,New York,Brooklyn,-47.752808,-39.847754,981,108,71 dB,35.34,4950,7.2,71,Under Maintenance,2023-04-23,10,9,234,99.41,12,63,GreenTech,v1.1,0.47,0.0099,36.17,0,445.99,110,2024-05-22,16:10:38
D3187,Pollution Sensor,2024-08-22,L0872,Seattle,Capitol Hill,6.447083,97.011124,981,79,60 dB,42.38,4950,-8.6,54,Under Maintenance,2024-07-16,5,0,234,94.93,30,63,UrbanTech,v2.1,0.28,0.0049,47.9,0,448.51,985,2024-04-16,02:30:51
D3188,Public WiFi,2020-12-21,L0902,Los Angeles,Hollywood,88.982094,61.862003,981,108,54 dB,3.41,4950,24.9,31,Inactive,2023-03-03,9,9,367,90.16,30,63,GreenTech,v2.0,0.25,0.0064,25.38,556.78,0,982,2024-02-06,16:10:50
D3189,Pollution Sensor,2020-08-03,L0011,Houston,Midtown,56.214402,41.650062,981,293,92 dB,23.94,4950,-2.3,36,Under Maintenance,2024-04-20,14,3,234,92.25,30,63,UrbanTech,v2.0,0.22,0.0096,47.03,0,223.45,637,2024-11-29,10:37:10
D3190,Parking Sensor,2024-02-04,L0805,New York,Brooklyn,-61.038972,171.284819,981,108,84 dB,25.11,4950,-1.3,25,Active,2023-03-03,45,10,234,95.76,8,63,DeviceCorp,v1.2,0.19,0.0018,34.23,0,0,1103,2024-03-07,13:14:39
D3191,Public WiFi,2024-10-20,L0448,San Francisco,Financial District,-23.16524,-133.287483,981,108,78 dB,17.57,4950,25.6,50,Inactive,2023-03-03,45,3,88,95.25,30,63,UrbanTech,v2.0,0.32,0.0028,21.43,135.03,0,831,2024-07-20,08:21:15
D3192,Parking Sensor,2020-04-04,L0259,Chicago,Lincoln Park,-88.235463,74.246416,981,108,85 dB,40.4,4950,22,40,Inactive,2023-03-03,50,1,234,91.66,15,63,UrbanTech,v2.0,0.16,0.0083,27.66,0,0,1990,2024-03-03,21:25:25
D3193,Parking Sensor,2024-08-01,L0978,Chicago,The Loop,46.34597,144.49384,981,108,100 dB,3.04,4950,11.5,21,Inactive,2023-03-03,43,1,234,99,50,63,SmartIoT,v1.2,0.17,0.0064,38.27,0,0,1868,2024-02-02,20:25:08
D3194,Traffic Light,2021-11-16,L0774,San Francisco,Mission District,47.674352,65.446955,663,108,73 dB,19.18,4950,15.6,48,Under Maintenance,2023-12-09,10,4,234,96.8,30,14,DeviceCorp,v2.0,0.38,0.0092,44.93,0,335.34,1474,2024-04-06,14:14:59
D3195,Public WiFi,2024-11-18,L0616,Houston,Downtown,57.315421,-83.036982,981,108,95 dB,32.37,4950,32.6,89,Active,2023-03-03,50,0,256,98.49,30,63,SmartIoT,v1.0,0.44,0.0047,39.98,958.15,0,890,2024-07-04,15:42:33
D3196,Parking Sensor,2023-09-30,L0485,New York,Manhattan,-4.017112,-159.258622,981,108,97 dB,9.15,4950,21.2,46,Inactive,2023-03-03,21,1,234,93.65,27,63,UrbanTech,v2.1,0.41,0.0043,37.67,0,0,305,2024-03-16,15:41:49
D3197,Traffic Light,2020-04-22,L0951,Los Angeles,Downtown,10.993369,1.234439,896,108,74 dB,15.5,4950,10,37,Active,2023-03-03,18,9,234,93.47,30,13,UrbanTech,v2.1,0.15,0.0039,45.28,0,0,682,2024-08-07,13:43:08
D3198,Parking Sensor,2023-10-17,L0279,Seattle,Capitol Hill,35.507713,0.249186,981,108,75 dB,15.72,4950,33.2,56,Active,2023-03-03,37,2,234,91.42,28,63,DeviceCorp,v1.0,0.31,0.0096,33,0,0,1076,2024-02-06,14:23:54
D3199,Public WiFi,2021-01-09,L0592,Los Angeles,Hollywood,-12.119195,-36.425385,981,108,67 dB,37.95,4950,29.6,79,Active,2023-03-03,0,3,383,99.06,30,63,DeviceCorp,v1.2,0.12,0.0068,45.98,195.77,0,873,2024-06-02,08:31:04
D3200,Traffic Light,2022-11-11,L0030,Seattle,Capitol Hill,-50.462725,-144.481581,1970,108,81 dB,39.97,4950,8.9,97,Active,2023-03-03,27,0,234,90.36,30,97,GreenTech,v1.2,0.27,0.0027,10.97,0,0,502,2024-07-17,01:40:41
D3201,Public WiFi,2024-07-29,L0253,New York,Brooklyn,-31.158297,52.245524,981,108,85 dB,26.06,4950,21.9,33,Active,2023-03-03,7,8,480,96.1,30,63,SmartIoT,v1.2,0.37,0.0075,43.31,301.08,0,606,2024-08-22,14:11:46
D3202,Parking Sensor,2020-08-18,L0201,Seattle,Capitol Hill,-73.204177,-68.548726,981,108,60 dB,40.18,4950,35.9,37,Under Maintenance,2024-01-18,30,7,234,95.25,6,63,DeviceCorp,v2.0,0.14,0.0078,20.55,0,371.01,1537,2024-05-16,01:33:38
D3203,Smart Meter,2022-01-28,L0880,Seattle,Pioneer Square,84.123667,156.646904,981,171,85 dB,39.22,9578,-2.9,57,Active,2023-03-03,40,1,234,95.03,30,63,SmartIoT,v1.2,0.42,0.0031,10.47,0,0,464,2024-01-23,10:25:57
D3204,Public WiFi,2024-09-03,L0272,New York,Brooklyn,44.109458,-174.798342,981,108,97 dB,16.54,4950,32.6,67,Inactive,2023-03-03,49,1,315,92.67,30,63,DeviceCorp,v2.1,0.41,0.0097,32.33,824.26,0,1979,2024-05-11,13:21:51
D3205,Traffic Light,2020-03-19,L0548,Chicago,Lincoln Park,-89.973172,-95.923954,717,108,76 dB,8.77,4950,8.1,27,Under Maintenance,2023-11-15,10,5,234,99.9,30,12,GreenTech,v2.0,0.26,0.0046,21.52,0,493.96,426,2024-07-29,11:50:13
D3206,Public WiFi,2021-01-31,L0977,Houston,Downtown,60.996987,135.364044,981,108,92 dB,41.07,4950,-1.9,37,Active,2023-03-03,16,3,482,95.83,30,63,SmartIoT,v1.0,0.46,0.0065,11.11,843.44,0,1866,2024-10-20,06:16:01
D3207,Smart Meter,2024-03-23,L0545,Seattle,Capitol Hill,23.925907,-62.10371,981,198,80 dB,24.32,6329,36.2,36,Active,2023-03-03,8,8,234,94.39,30,63,UrbanTech,v2.1,0.5,0.0095,22.77,0,0,1009,2024-11-09,00:36:14
D3208,Smart Meter,2023-03-25,L0601,Los Angeles,Downtown,54.368006,-173.004285,981,245,83 dB,48.78,1294,35,70,Inactive,2023-03-03,47,9,234,97.83,30,63,GreenTech,v1.2,0.17,0.0078,38.83,0,0,1403,2024-02-14,11:30:49
D3209,Traffic Light,2020-08-12,L0547,Houston,Downtown,42.152743,95.330407,1715,108,81 dB,37.32,4950,-3.9,48,Active,2023-03-03,32,10,234,91.86,30,39,SmartIoT,v1.1,0.48,0.0033,29.58,0,0,367,2024-08-03,10:09:40
D3210,Parking Sensor,2021-03-15,L0776,Los Angeles,Hollywood,-29.688081,-142.219668,981,108,82 dB,9.44,4950,28.3,86,Under Maintenance,2023-06-28,14,7,234,98.07,3,63,GreenTech,v1.1,0.35,0.0064,15.36,0,273.24,1308,2024-01-26,13:52:26
D3211,Public WiFi,2023-06-19,L0234,New York,Manhattan,49.588494,46.863231,981,108,54 dB,33.37,4950,-9.8,37,Active,2023-03-03,22,0,33,96.4,30,63,DeviceCorp,v1.2,0.37,0.0047,31.65,992.85,0,659,2024-01-23,23:56:08
D3212,Traffic Light,2023-12-30,L0917,Miami,South Beach,48.69415,89.036722,1092,108,56 dB,11.15,4950,4.9,52,Inactive,2023-03-03,33,7,234,92.77,30,36,UrbanTech,v1.1,0.44,0.0052,10.49,0,0,932,2024-08-14,09:19:13
D3213,Traffic Light,2022-12-06,L0120,Seattle,Pioneer Square,16.30173,-82.976952,1343,108,98 dB,25.73,4950,29.2,42,Inactive,2023-03-03,0,0,234,93.89,30,74,UrbanTech,v1.2,0.33,0.0067,34.26,0,0,892,2024-04-06,13:16:25
D3214,Public WiFi,2020-09-28,L0930,New York,Brooklyn,-32.617922,-142.870674,981,108,85 dB,37.22,4950,10,45,Inactive,2023-03-03,8,8,34,97.24,30,63,UrbanTech,v2.1,0.11,0.0022,32.87,122.89,0,601,2024-11-17,14:40:28
D3215,Parking Sensor,2021-06-17,L0154,Chicago,Lincoln Park,-35.52917,-128.773129,981,108,92 dB,14.68,4950,-5.2,93,Inactive,2023-03-03,37,3,234,94.05,2,63,DeviceCorp,v2.1,0.32,0.0086,46.19,0,0,1804,2024-07-21,16:03:17
D3216,Pollution Sensor,2022-04-18,L0364,New York,Brooklyn,-9.252404,42.443858,981,21,52 dB,15.55,4950,33.6,57,Inactive,2023-03-03,3,3,234,91.56,30,63,GreenTech,v2.1,0.14,0.0046,37.65,0,0,111,2024-05-25,14:50:58
D3217,Parking Sensor,2023-12-02,L0836,New York,Brooklyn,-84.105696,128.591065,981,108,95 dB,37.2,4950,-6.4,43,Active,2023-03-03,2,2,234,91.92,47,63,DeviceCorp,v2.0,0.41,0.0031,39.5,0,0,1610,2024-11-20,07:35:44
D3218,Public WiFi,2020-03-08,L0392,Seattle,Pioneer Square,-71.585375,-100.413662,981,108,61 dB,18.99,4950,23.1,69,Under Maintenance,2023-07-04,0,0,148,94.65,30,63,SmartIoT,v1.1,0.29,0.0075,44.42,706.52,450.08,1944,2024-02-08,21:40:16
D3219,Smart Meter,2022-04-11,L0524,Los Angeles,Hollywood,-13.573015,-105.95279,981,92,81 dB,37.76,7079,21.5,96,Active,2023-03-03,50,0,234,96.73,30,63,SmartIoT,v1.1,0.41,0.0068,36.46,0,0,105,2024-09-27,08:48:20
